Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2013-05-02,3.653219871016964,3.653219871016964,3.3922755945157523,3.5279667377471924,3757850,0.0,0.0
2013-05-03,3.6532196468777123,3.6532196468777123,3.3922753863864474,3.52274751663208,2934900,0.0,0.0
2013-05-06,3.5227474878064937,3.6480006123665896,3.4757774416685394,3.6062495708465576,730400,0.0,0.0
2013-05-07,3.6010307333024665,3.7210650993744094,3.6010307333024665,3.7054083347320557,1409250,0.0,0.0
2013-05-08,3.7575974462456774,3.8045674952019,3.6532198361827954,3.68453311920166,2697500,0.0,0.0
2013-05-09,3.7054082946468094,3.783691619300045,3.5697174142562527,3.6427817344665527,992450,0.0,0.0
2013-05-10,3.590593897142,3.658439479958135,3.569718371484096,3.637563705444336,2805150,0.0,0.0
2013-05-13,3.6532192321167445,3.6845325099579047,3.5331848759643902,3.5749359130859375,741300,0.0,0.0
2013-05-14,3.637563231653253,3.6427822368159033,3.5592801450604004,3.5644989013671875,1172450,0.0,0.0
2013-05-15,3.6375632381360434,3.6375632381360434,3.3922757187391754,3.418370246887207,1811350,0.0,0.0
2013-05-16,3.4966530417518698,3.6740952210932063,3.4966530417518698,3.653219699859619,3307400,0.0,0.0
2013-05-17,3.7262839170262567,3.7262839170262567,3.5749362680068932,3.611468553543091,3300500,0.0,0.0
2013-05-20,3.611469087928841,3.648001130014816,3.4549024111562074,3.5958123207092285,1813150,0.0,0.0
2013-05-21,3.5905916397902393,3.621904908590907,3.5018705870938116,3.601029396057129,2351700,0.0,0.0
2013-05-22,3.616687582718687,3.6323443488053355,3.5070909666797094,3.5279667377471924,3801300,0.0,0.0
2013-05-23,3.46012178374595,3.6532205230986032,3.3192118592378113,3.6219072341918945,2112050,0.0,0.0
2013-05-24,3.61146925633081,3.621907018678638,3.5384049198960152,3.6166880130767822,644550,0.0,0.0
2013-05-28,3.601031197355836,3.616687715159964,3.376618952079184,3.418370246887207,2584150,0.0,0.0
2013-05-29,3.3505248196440958,3.522748016173412,3.3139925284067755,3.517529010772705,2034450,0.0,0.0
2013-05-30,3.5227478554894365,3.590593429468714,3.4914345710811228,3.5644989013671875,739700,0.0,0.0
2013-05-31,3.4966526047656616,3.5749359240362564,3.4757770861409445,3.5697171688079834,945450,0.0,0.0
2013-06-03,3.4914348739622363,3.590593740951835,3.418370537337858,3.543623685836792,1527150,0.0,0.0
2013-06-04,3.5488425454651944,3.554061302010026,3.366181338134466,3.517529010772705,1122350,0.0,0.0
2013-06-05,3.4966523332035964,3.564497887892713,3.4757768162001437,3.5070900917053223,824000,0.0,0.0
2013-06-06,3.5018724922823354,3.522748016173412,3.470559206445721,3.517529010772705,891400,0.0,0.0
2013-06-07,3.522747861767605,3.522747861767605,3.3922757187391754,3.418370246887207,1198650,0.0,0.0
2013-06-10,3.4131499901637277,3.4601200240646235,3.2983346558963715,3.439244508743286,1798500,0.0,0.0
2013-06-11,3.344297015302374,3.40232091351314,3.2493483609072844,3.3864963054656982,2270400,0.14,0.0
2013-06-12,3.3970452212426547,3.4445195357680123,3.2493474935679556,3.3020968437194824,1220100,0.0,0.0
2013-06-13,3.1702244770324426,3.444520085153633,3.085825654245288,3.4234201908111572,2691500,0.0,0.0
2013-06-14,3.4497953798392387,3.53419396356964,3.4128708736933775,3.476170063018799,858200,0.0,0.0
2013-06-17,3.523644169561744,3.581668322117066,3.4603452312437324,3.534193992614746,1480950,0.0,0.0
2013-06-18,3.5341952277409194,3.56056992035463,3.486721133175034,3.5236454010009766,737750,0.0,0.0
2013-06-19,3.523643938109934,3.5447435828300002,3.4497951815897023,3.4656200408935547,638900,0.0,0.0
2013-06-20,3.5130933584828927,3.5130933584828927,3.375945697365411,3.407595157623291,1756500,0.0,0.0
2013-06-21,3.4497951231294612,3.4550701599838898,3.2071489614329765,3.4181456565856934,1534450,0.0,0.0
2013-06-24,3.360121161267446,3.3864958397562948,3.2440731292771785,3.3179218769073486,2167400,0.0,0.0
2013-06-25,3.328471834912599,3.433970301680051,3.312647228390412,3.412870407104492,1336850,0.0,0.0
2013-06-26,3.4075956599822463,3.5130938763947417,3.3812209801153283,3.402320623397827,1831350,0.0,0.0
2013-06-27,3.4392453977059976,3.518369192055241,3.407595930271822,3.4550702571868896,1258800,0.0,0.0
2013-06-28,3.4708949774721343,3.565843634375186,3.4445205461872104,3.555293560028076,11326000,0.0,0.0
2013-07-01,3.5552933050468294,3.5552933050468294,3.3495716490570153,3.4286954402923584,1512450,0.0,0.0
2013-07-02,3.4234202666803264,3.481444411470993,3.370671158474079,3.402320623397827,1564850,0.0,0.0
2013-07-03,3.386495517451371,3.423419761988456,3.3495710213867347,3.407595157623291,559450,0.0,0.0
2013-07-05,3.4814461039149838,3.5816695839925363,3.349573143527843,3.57639479637146,1390850,0.0,0.0
2013-07-08,3.5763920291537836,3.602766449907493,3.5130928659843463,3.5500173568725586,1130550,0.0,0.0
2013-07-09,3.55001861977382,3.5869431237977385,3.4445203961734885,3.4656200408935547,947550,0.0,0.0
2013-07-10,3.455070103972633,3.5025441772548658,3.3970459571525735,3.49726939201355,918050,0.0,0.0
2013-07-11,3.51309487501731,3.5183699131011963,3.4550709652605165,3.5183699131011963,1341100,0.0,0.0
2013-07-12,3.5025437088366025,3.6607912693541484,3.4972689243007182,3.6291418075561523,1350700,0.0,0.0
2013-07-15,3.639691777896308,3.6555163836825657,3.5605679943822977,3.586942672729492,1198850,0.0,0.0
2013-07-16,3.5816682428406166,3.586943280014171,3.534193914389091,3.555293560028076,1217550,0.0,0.0
2013-07-17,3.5605685972016308,3.602767888479602,3.534193914389091,3.555293560028076,1070750,0.0,0.0
2013-07-18,3.5763945433490276,3.6185938474429666,3.5552946397743654,3.581669330596924,790450,0.0,0.0
2013-07-19,3.539468680054467,3.581667968095384,3.4867195700033204,3.49726939201355,855250,0.0,0.0
2013-07-22,3.465619913518391,3.5183690233798193,3.4550700915461054,3.5025441646575928,967000,0.0,0.0
2013-07-23,3.4814445332344075,3.507819214023779,3.3970459571525735,3.49726939201355,1748100,0.0,0.0
2013-07-24,3.4814437877480127,3.486718823387375,3.397045229738559,3.439244508743286,956200,0.0,0.0
2013-07-25,3.39177107079093,3.465620079664948,3.3864962853157046,3.4550702571868896,984400,0.0,0.0
2013-07-26,3.4181457730881912,3.465620100285736,3.3495718008089845,3.3864963054656982,1490750,0.0,0.0
2013-07-29,3.3442972768053076,3.428695863731393,3.3231976300737864,3.3812215328216553,139500,0.0,0.0
2013-07-30,3.4023207301570806,3.5183690233798193,3.360121442267938,3.5025441646575928,1059950,0.0,0.0
2013-07-31,3.5341936432855534,3.560568324074925,3.4761697479930915,3.49726939201355,869650,0.0,0.0
2013-08-01,3.4972709698336333,3.5763947963714604,3.465621489524045,3.57639479637146,2560500,0.0,0.0
2013-08-02,3.5869437340791226,3.608043382389076,3.5394693996179036,3.5605690479278564,1309900,0.0,0.0
2013-08-05,3.52891904640666,3.5552934770762175,3.491994541636147,3.513094186782837,1264500,0.0,0.0
2013-08-06,3.54474430145798,3.629143148976076,3.534194476959175,3.5922186374664307,1308300,0.0,0.0
2013-08-07,3.6027667165618884,3.671340668346479,3.5130931260016602,3.613316535949707,1886600,0.0,0.0
2013-08-08,3.6133169390705686,3.6660660418946343,3.6133169390705686,3.6344165802001953,688750,0.0,0.0
2013-08-09,3.6185938474429666,3.650243325513421,3.518370374456015,3.581669330596924,770300,0.0,0.0
2013-08-12,3.5605686760110618,3.581668322117066,3.50254452345574,3.534193992614746,718100,0.0,0.0
2013-08-13,3.534193604693994,3.5500184633003373,3.4550700662450615,3.507819175720215,679250,0.0,0.0
2013-08-14,3.497270070603664,3.5341943290402376,3.4392459125249317,3.444520950317383,797850,0.0,0.0
2013-08-15,3.428695550121054,3.428695550121054,3.3231973261129872,3.333747148513794,2020750,0.0,0.0
