Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2006-02-03,1.5055760264546312,1.5245594362836687,1.4682639449062052,1.4826650619506836,42988400,0.0,0.0
2006-02-06,1.488557506117887,1.4983764621568247,1.4793931637955189,1.4898667335510254,4602400,0.0,0.0
2006-02-07,1.480701591176173,1.4826653064100461,1.4597543381285765,1.468918800354004,2974400,0.0,0.0
2006-02-08,1.4715379414711254,1.4715379414711254,1.4211338083918301,1.433571219444275,3296400,0.0,0.0
2006-02-09,1.4355345259000556,1.4466627053587675,1.42375173296086,1.436843752861023,1966400,0.0,0.0
2006-02-10,1.4368443623340672,1.4519001042071908,1.4302983496073327,1.4433902502059937,1546400,0.0,0.0
2006-02-13,1.4368437315513947,1.4401166740505174,1.4126235325517265,1.423751711845398,1031200,0.0,0.0
2006-02-14,1.4302971093924823,1.4335700504904687,1.4145867673836885,1.4172050952911377,1130000,0.0,0.0
2006-02-15,1.4204787799279444,1.4342252883523658,1.40738676012442,1.4302977323532104,1126000,0.0,0.0
2006-02-16,1.4368438942048443,1.4466628476684895,1.4309524971557037,1.4342254400253296,1001600,0.0,0.0
2006-02-17,1.4440445660880799,1.4440445660880799,1.4302980545668813,1.4309526681900024,1125200,0.0,0.0
2006-02-21,1.4289890836468973,1.4433902113744328,1.4276798561658108,1.4329166412353516,759200,0.0,0.0
2006-02-22,1.4388080043840197,1.4394626181083379,1.4302982756774847,1.433571219444275,1069200,0.0,0.0
2006-02-23,1.4335706854586048,1.4374982414867514,1.4302977429109416,1.436843752861023,913200,0.0,0.0
2006-02-24,1.4368443623340672,1.4446994777223021,1.430952963365487,1.4433902502059937,1021200,0.0,0.0
2006-02-27,1.4401170981336024,1.4512452807042808,1.4394624844700579,1.4427355527877808,482000,0.0,0.0
2006-02-28,1.4433902193533295,1.4433902193533295,1.4348804903888368,1.439462661743164,701600,0.0,0.0
2006-03-01,1.4348793532060031,1.4460075283277465,1.4309517987085367,1.431606411933899,932400,0.0,0.0
2006-03-02,1.4302977429109416,1.4401166954086861,1.4302977429109416,1.436843752861023,744400,0.0,0.0
2006-03-03,1.4316069888166971,1.4401167144660856,1.4302977618384045,1.438807487487793,793200,0.0,0.0
2006-03-06,1.427025109552337,1.4335711214934528,1.4139332105248985,1.426370620727539,1523200,0.0,0.0
2006-03-07,1.413933277130127,1.4204792893796014,1.4014958663416055,1.413933277130127,1000400,0.0,0.0
2006-03-08,1.410005553828704,1.4302980770452467,1.404114155982807,1.4283342361450195,912800,0.0,0.0
2006-03-09,1.4316072316992738,1.4597548673794756,1.4237519933515768,1.4499359130859375,1309600,0.0,0.0
2006-03-10,1.4630281917775887,1.4793931600863877,1.442735666034022,1.47873854637146,1282400,0.0,0.0
2006-03-13,1.4735016432363148,1.497721724470626,1.4728470295739293,1.4944487810134888,1007200,0.0,0.0
2006-03-14,1.5055774080401592,1.5055774080401592,1.4918308916361962,1.4951038360595703,1432000,0.0,0.0
2006-03-15,1.5029586922890548,1.5042679197735627,1.4793932218419348,1.4865937232971191,1046000,0.0,0.0
2006-03-16,1.4859387495208682,1.5114680528640747,1.479392739089215,1.5114680528640747,1038000,0.0,0.0
2006-03-17,1.5121232751622133,1.5134325027465818,1.4990312490281554,1.513432502746582,731600,0.0,0.0
2006-03-20,1.5153955927428497,1.525214545856436,1.5055766396292636,1.514086365699768,730000,0.0,0.0
2006-03-21,1.5068854875027042,1.5219412201454592,1.5055762607890564,1.5212866067886353,926400,0.0,0.0
2006-03-22,1.5219416904106289,1.5343790983238579,1.5186687474699334,1.5304514169692993,1028400,0.0,0.0
2006-03-23,1.535033187244643,1.5481250793876935,1.5317601205678348,1.5448521375656128,1028800,0.0,0.0
2006-03-24,1.5448521375656128,1.5677631048843603,1.5317601205678348,1.5448521375656128,427200,0.0,0.0
2006-03-27,1.5533628856367068,1.596566395424859,1.5448531563744141,1.5906749963760376,1115600,0.0,0.0
2006-03-28,1.5906744231471217,1.593947490802962,1.5710365166311384,1.5788917541503906,676000,0.0,0.0
2006-03-29,1.5715425805856527,1.581385201883465,1.5616998341321202,1.5682616233825684,790400,0.0145,0.0
2006-03-30,1.5676059241238187,1.5800733150984902,1.5275792349247568,1.5420150756835938,1368400,0.0,0.0
2006-03-31,1.5354531908541087,1.5715429782867432,1.5098623439725283,1.5715429782867432,697600,0.0,0.0
2006-04-03,1.5682618847482759,1.5682618847482759,1.5354530581838528,1.5518574714660645,351200,0.0,0.0
2006-04-04,1.5492323178169871,1.5492323178169871,1.5105179052682065,1.5334841012954712,780800,0.0,0.0
2006-04-05,1.5334843759670107,1.5485764038588907,1.5321719930662239,1.5393898487091064,514400,0.0,0.0
2006-04-06,1.542014900907594,1.542014900907594,1.5236419123513503,1.5413587093353271,558800,0.0,0.0
2006-04-07,1.525610095021307,1.542014504645192,1.5111742596083448,1.5367650985717773,543200,0.0,0.0
